Country,Region-Geo,Continent,Region,Year,IncomePerPerson,LifeExpectancy,PopulationTotal
Greenland,America - North,North America,America,1980,56772.30048,,50208
Grenada,America - Central,Central and South America,America,1980,7731.514614,66.557,88936
Guadeloupe,America - Central,Central and South America,America,1980,7466.095833,69.747,326951
Guam,Oceania,Oceania,East Asia & Pacific,1980,,69.262,106572
Guatemala,America - Central,Central and South America,America,1980,10472.20835,57.171,7036484
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1980,44059.67175,,53360
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1980,1747.372122,41.279,4406831
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1980,1400.802323,45.891,834611
Guyana,America - South,Central and South America,America,1980,5307.573039,60.604,776856
Haiti,America - Central,Central and South America,America,1980,4425.806257,50.756,5687812
Holy See,Europe - Southern,Europe,Europe & Central Asia,1980,,,726
Honduras,America - Central,Central and South America,America,1980,6673.580583,59.605,3627640
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1980,26988.19531,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1980,24037.1095,69.11,10698534
Iceland,Europe - Northern,Europe,Europe & Central Asia,1980,44869.71496,76.66,228160
India,Asia - Southern,Asia,South Asia,1980,1687.148293,55.363,700058589
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1980,3098.199621,58.594,150820044
Iran,Asia - Southern,Asia,Middle East & North Africa,1980,14014.61413,54.139,38576541
Iraq,Asia - Western,Asia,Middle East & North Africa,1980,36931.48992,60.03,13743534
Ireland,Europe - Northern,Europe,Europe & Central Asia,1980,24434.04649,72.6,3417798
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1980,20617.52936,,65112
Israel,Asia - Western,Asia,Middle East & North Africa,1980,29638.51054,73.774,3745797
Italy,Europe - Southern,Europe,Europe & Central Asia,1980,32403.76596,74.12,56221171
Jamaica,America - Central,Central and South America,America,1980,12030.38172,70.542,2132390
Japan,Asia - Eastern,Asia,East Asia & Pacific,1980,36976.51491,76.19,115914688
Jersey,Europe - Northern,Europe,Europe & Central Asia,1980,,,75531
Jordan,Asia - Western,Asia,Middle East & North Africa,1980,8030.634273,66.206,2298691
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1980,14440.47107,65.068,14918991
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1980,2688.334931,57.818,16267558
Kiribati,Oceania,Oceania,East Asia & Pacific,1980,5706.007646,55.894,54742
Kuwait,Asia - Western,Asia,Middle East & North Africa,1980,95814.38727,69.477,1376963
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1980,5180.897234,63.155,3627499
Latvia,Europe - Northern,Europe,Europe & Central Asia,1980,16556.57665,69.12,2513349
Lebanon,Asia - Western,Asia,Middle East & North Africa,1980,7627.601732,67.954,2794638
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1980,1601.023969,53.795,1309981
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1980,1219.693274,45.996,1922536
Libya,Africa - Northern,Africa,Middle East & North Africa,1980,47322.54617,64.184,3063000
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1980,82951.13067,,25213
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1980,24475.05091,70.68,3430089
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1980,54043.29074,72.57,364158
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1980,30432.88609,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1980,3071.149955,49.005,8608964
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1980,1400.133188,44.417,6239898
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1980,9101.166476,68.051,13832586
Maldives,Asia - Southern,Asia,South Asia,1980,1927.39421,52.285,156626
Mali,Africa - Western,Africa,Sub-Saharan Africa,1980,1401.717752,39.628,7245598
Malta,Europe - Southern,Europe,Europe & Central Asia,1980,18208.43425,73.026,326709
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1980,10781.90557,,30578
Martinique,America - Central,Central and South America,America,1980,21494.58599,70.821,326254
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1980,3049.896095,54.28,1517817
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1980,6797.487619,67.017,964023
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1980,,67.863,55016
Mexico,America - Central,Central and South America,America,1980,18639.12847,66.563,68776411
Monaco,Europe - Western,Europe,Europe & Central Asia,1980,52844.12122,,26078
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1980,3599.997836,56.936,1693122
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1980,22166.91114,73.057,576069
Montserrat,America - Central,Central and South America,America,1980,16939.6371,,11906
Morocco,Africa - Northern,Africa,Middle East & North Africa,1980,5255.408157,57.576,19566920
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1980,970.7496229,42.882,12145501
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1980,1870.262407,54.977,32864901
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1980,8334.201862,57.739,1012824
Nauru,Oceania,Oceania,East Asia & Pacific,1980,21213.25273,,7488
Nepal,Asia - Southern,Asia,South Asia,1980,1344.6023,47.653,15045329
Netherlands,Europe - Western,Europe,Europe & Central Asia,1980,40744.41712,75.76,14088274
Netherlands Antilles,Europe - Western,Europe,America,1980,41015.37507,72.964,173297
New Caledonia,Oceania,Oceania,East Asia & Pacific,1980,53930.1263,67.092,142424
New Zealand,Oceania,Oceania,East Asia & Pacific,1980,33436.20437,72.95,3147183
Nicaragua,America - Central,Central and South America,America,1980,7057.274308,58.502,3242190
Niger,Africa - Western,Africa,Sub-Saharan Africa,1980,1914.989063,39.422,5871030
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1980,1843.343654,45.555,75543388
Niue,Oceania,Oceania,East Asia & Pacific,1980,,,3403
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1980,,,
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1980,6371.18041,,17048
Norway,Europe - Northern,Europe,Europe & Central Asia,1980,24961.13036,75.65,4085621
Oman,Asia - Western,Asia,Middle East & North Africa,1980,10989.4288,59.757,1181337
Pakistan,Asia - Southern,Asia,South Asia,1980,1334.099512,58.023,80492664
Palau,Oceania,Oceania,East Asia & Pacific,1980,17343.47899,,12197
Panama,America - Central,Central and South America,America,1980,6643.421979,70.197,1953029
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1980,1809.70519,52.765,3215339
Paraguay,America - South,Central and South America,America,1980,4283.089644,66.794,3194768
Peru,America - South,Central and South America,America,1980,6441.290571,60.063,17286832
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1980,2549.909183,62.155,47063923
Pitcairn,Oceania,Oceania,East Asia & Pacific,1980,,,63
Poland,Europe - Eastern,Europe,Europe & Central Asia,1980,9173.321647,70.28,35577214
Portugal,Europe - Southern,Europe,Europe & Central Asia,1980,11419.72089,71.75,9785924
Puerto Rico,America - Central,Central and South America,America,1980,10771.17508,73.772,3196011
Qatar,Asia - Western,Asia,Middle East & North Africa,1980,67344.0971,72.72,221594
Romania,Europe - Eastern,Europe,Europe & Central Asia,1980,9755.081492,69.718,22201389
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1980,11517.45635,67.7,138655363
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1980,818.7091971,45.883,5178927
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1980,2030.439241,,5399
Saint Kitts and Nevis,America - Central,Central and South America,America,1980,5268.291057,,43174
Saint Lucia,America - Central,Central and South America,America,1980,4491.724514,68.88,117691
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1980,2783.157837,67.537,100450
Saint-Pierre-et-Miquelon,America - North,North America,America,1980,,,5999
Samoa,Oceania,Oceania,East Asia & Pacific,1980,3684.398277,59.797,155016
San Marino,Europe - Southern,Europe,Europe & Central Asia,1980,23467.96268,,21398
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1980,2164.302411,60.555,94688
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1980,34568.06035,63.04,9801475
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1980,1414.10891,48.944,5414070
Serbia,Europe - Southern,Europe,Europe & Central Asia,1980,14992.88508,69.877,8946077
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1980,10246.57176,69.802,62807
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1980,1412.685443,40.641,3161751
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1980,14103.68318,71.955,2414563
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1980,11259.06765,70.44,4961607
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1980,17645.21904,71.017,1831881
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1980,1348.152389,58.778,229235
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1980,1059.161404,44.747,6435589
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1980,8577.416087,56.929,29077186
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1980,1770.152058,39.03,4106390
Spain,Europe - Southern,Europe,Europe & Central Asia,1980,13790.56055,75.6,37495321
Sri Lanka,Asia - Southern,Asia,South Asia,1980,1525.224276,68.195,15082771
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1980,1760.99215,54.249,15964476
Suriname,America - South,Central and South America,America,1980,6045.943926,65.862,365749
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1980,3664.765943,54.323,603385
Sweden,Europe - Northern,Europe,Europe & Central Asia,1980,20476.72435,75.8,8310467
Switzerland,Europe - Western,Europe,Europe & Central Asia,1980,28732.36608,75.64,6303346
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1980,7672.453707,71.5,17848000
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1980,4097.027612,62.381,3952691
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1980,2227.098555,64.169,47482643
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1980,1590.463232,34.402,580707
Togo,Africa - Western,Africa,Sub-Saharan Africa,1980,1589.510624,52.339,2666921
Tokelau,Oceania,Oceania,East Asia & Pacific,1980,,,1554
Tonga,Oceania,Oceania,East Asia & Pacific,1980,2479.025149,67.476,92999
Trinidad and Tobago,America - Central,Central and South America,America,1980,9498.48606,67.022,1078200
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1980,3543.72131,61.993,6457092
Turkey,Asia - Western,Asia,Europe & Central Asia,1980,4436.960547,58.668,44105216
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1980,6106.698741,60.995,2861000
Turks and Caicos Islands,America - Central,Central and South America,America,1980,9978.599054,,7525
Tuvalu,Oceania,Oceania,East Asia & Pacific,1980,3462.102968,,8051
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1980,638.7683033,49.456,12662131
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1980,7254.745675,69.7,50043550
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1980,58179.44856,67.615,1016228
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1980,18199.8345,73.72,56303011
United States of America,America - North,North America,America,1980,27838.10795,73.93,229825004
Uruguay,America - South,Central and South America,America,1980,7586.160431,70.255,2914683
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1980,2233.98275,65.472,15951899
Vanuatu,Oceania,Oceania,East Asia & Pacific,1980,2584.810373,58.348,115641
Venezuela,America - South,Central and South America,America,1980,12124.53638,68.166,15036273
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1980,660.3613572,67.57,54023152
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1980,2392.828549,,11232
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1980,4062.853591,62.755,1510360
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1980,,49.717,150303
Yemen,Asia - Western,Asia,Middle East & North Africa,1980,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1980,1461.601942,51.172,5775165
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1980,727.5454398,59.406,7289463
Afghanistan,Asia - Southern,Asia,South Asia,1984,2983.713732,43.661,12931791
Albania,Europe - Southern,Europe,Europe & Central Asia,1984,11018.60262,71.144,2891004
Algeria,Africa - Northern,Africa,Middle East & North Africa,1984,17959.62611,63.16,21433070
American Samoa,Oceania,Oceania,East Asia & Pacific,1984,19264.04838,,37706
Andorra,Europe - Southern,Europe,Europe & Central Asia,1984,77460.89591,,45702
Angola,Africa - Central,Africa,Sub-Saharan Africa,1984,7582.403742,40.671,8786652
Anguilla,America - Central,Central and South America,America,1984,24790.94136,,6551
Antigua and Barbuda,America - Central,Central and South America,America,1984,21072.33422,69.931,66701
Argentina,America - South,Central and South America,America,1984,27904.65708,70.439,29899743
Armenia,Asia - Western,Asia,Europe & Central Asia,1984,8626.164485,70.149,3287588
Aruba,America - Central,Central and South America,America,1984,37769.1644,73.071,62833
Australia,Oceania,Oceania,East Asia & Pacific,1984,60885.75881,76.02,15567927
Austria,Europe - Western,Europe,Europe & Central Asia,1984,67010.83859,73.79,7550960
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1984,9281.555824,65.499,6565062
Bahamas,America - Central,Central and South America,America,1984,42848.27602,69.438,229899
Bahrain,Asia - Western,Asia,Middle East & North Africa,1984,39660.12438,70.965,404829
Bangladesh,Asia - Southern,Asia,South Asia,1984,1427.731516,56.861,89828434
Barbados,America - Central,Central and South America,America,1984,26006.54684,69.54,253244
Belarus,Europe - Eastern,Europe,Europe & Central Asia,1984,12399.95856,70.65,9931687
Belgium,Europe - Western,Europe,Europe & Central Asia,1984,42997.87603,74.43,9835279
Belize,America - Central,Central and South America,America,1984,7075.95332,70.865,160991
Benin,Africa - Western,Africa,Sub-Saharan Africa,1984,2487.640113,49.352,4027682
Bermuda,America - North,North America,America,1984,91293.04491,,57441
Bhutan,Asia - Southern,Asia,South Asia,1984,2071.200911,47.92,476846
Bolivia,America - South,Central and South America,America,1984,5890.958731,55.016,5830816
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1984,8440.789081,71.774,4066739
Botswana,America - South,Africa,Sub-Saharan Africa,1984,10900.87365,62.762,1144442
Brazil,America - South,Central and South America,America,1984,13780.507,64.081,133380123
British Virgin Islands,America - Central,Central and South America,America,1984,8866.970828,,12743
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1984,119309.6927,71.898,213002
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1984,16603.95931,71.35,8954236
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1984,1541.050395,48.992,7963009
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1984,1099.380389,48.52,4695065
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1984,1198.009559,50.841,7570081
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1984,5150.69893,52.624,10218016
Canada,America - North,North America,America,1984,48863.69775,76.43,25538860
Cayman Islands,America - Central,Central and South America,America,1984,78360.0424,,19366
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1984,1817.297051,48.742,2557808
Chad,Africa - Central,Africa,Sub-Saharan Africa,1984,1792.642312,45.711,5011242
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1984,,74.3,132156
Chile,America - South,Central and South America,America,1984,10142.63169,71.401,11908189
China,Asia - Eastern,Asia,East Asia & Pacific,1984,3583.849774,68.1,1040397958
Colombia,America - South,Central and South America,America,1984,8941.10028,67.311,29359535
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1984,2582.175168,53.625,374852
Cook Islands,Oceania,Oceania,East Asia & Pacific,1984,,,
Costa Rica,America - Central,Central and South America,America,1984,11016.14186,74.231,2619058
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1984,4500.52964,52.21,10089976
Croatia,Europe - Southern,Europe,Europe & Central Asia,1984,27044.60177,71.07,4457579
Cuba,America - Central,Central and South America,America,1984,15291.21264,74.435,10001593
Cyprus,Asia - Western,Asia,Europe & Central Asia,1984,26037.41785,75.541,697782
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1984,31801.84622,70.99,10301798
Denmark,Europe - Northern,Europe,Europe & Central Asia,1984,45202.82002,74.65,5115476
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1984,6189.965148,55.174,384409
Dominica,America - Central,Central and South America,America,1984,9800.367818,,74212
Dominican Republic,America - Central,Central and South America,America,1984,5730.177037,64.706,6341950
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1984,,,
Ecuador,America - South,Central and South America,America,1984,13937.87654,65.448,8859125
Egypt,Africa - Northern,Africa,Middle East & North Africa,1984,7534.128537,61.124,49453054
El Salvador,America - Central,Central and South America,America,1984,8227.600261,58.527,4930893
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1984,2207.282393,44.429,293701
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1984,1027.872477,44.561,2735121
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1984,,,42831710
Estonia,Europe - Northern,Europe,Europe & Central Asia,1984,19562.44794,69.65,1513617
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1984,1131.63362,44.175,39768079
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1984,,,44920
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1984,,,
Fiji,Oceania,Oceania,East Asia & Pacific,1984,6378.966999,64.074,700434
Finland,Europe - Northern,Europe,Europe & Central Asia,1984,38775.94195,74.77,4879235
France,Europe - Western,Europe,Europe & Central Asia,1984,42977.29171,75.37,54988578
French Guiana,America - South,Central and South America,America,1984,14422.76989,69.788,82548
French Polynesia,Oceania,Oceania,East Asia & Pacific,1984,41336.03067,66.871,169500
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1984,32387.34859,58.303,769635
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1984,1337.850342,49.318,735056
Georgia,Asia - Western,Asia,Europe & Central Asia,1984,13753.6025,69.952,5239068
Germany,Europe - Western,Europe,Europe & Central Asia,1984,46396.65612,74.111,77686865
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1984,1614.506421,53.67,12462279
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1984,,,26619
Greece,Europe - Southern,Europe,Europe & Central Asia,1984,30246.47193,74.837,9892518
Greenland,America - North,North America,America,1984,51224.98251,,52527
Grenada,America - Central,Central and South America,America,1984,7835.967205,67.449,98359
Guadeloupe,America - Central,Central and South America,America,1984,7285.034941,71.417,348247
Guam,Oceania,Oceania,East Asia & Pacific,1984,,70.431,116705
Guatemala,America - Central,Central and South America,America,1984,8976.35678,59.01,7766291
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1984,54090.46489,,54718
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1984,1666.371678,44.522,4799450
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1984,1530.972966,46.999,905580
Guyana,America - South,Central and South America,America,1984,4157.626202,61.114,758499
Haiti,America - Central,Central and South America,America,1984,3909.424999,52.168,6248634
Holy See,Europe - Southern,Europe,Europe & Central Asia,1984,,,742
Honduras,America - Central,Central and South America,America,1984,6018.810388,62.828,4100422
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1984,33008.47949,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1984,25573.756,68.99,10584347
Iceland,Europe - Northern,Europe,Europe & Central Asia,1984,46431.6693,77.43,238641
India,Asia - Southern,Asia,South Asia,1984,1894.450049,56.792,767146806
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1984,3218.535839,60.688,164706919
Iran,Asia - Southern,Asia,Middle East & North Africa,1984,15498.62838,53.882,44790735
Iraq,Asia - Western,Asia,Middle East & North Africa,1984,24487.80818,60.673,15137560
Ireland,Europe - Northern,Europe,Europe & Central Asia,1984,25906.87845,73.71,3523059
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1984,21874.79207,,64209
Israel,Asia - Western,Asia,Middle East & North Africa,1984,30925.14224,75.11,4017024
Italy,Europe - Southern,Europe,Europe & Central Asia,1984,35061.38778,75.56,56709575
Jamaica,America - Central,Central and South America,America,1984,12233.73359,71.087,2270069
Japan,Asia - Eastern,Asia,East Asia & Pacific,1984,40679.90529,77.54,119320901
Jersey,Europe - Northern,Europe,Europe & Central Asia,1984,,,78740
Jordan,Asia - Western,Asia,Middle East & North Africa,1984,8544.459911,67.897,2693837
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1984,14546.57979,66.626,15596921
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1984,2559.02696,59.383,18937969
Kiribati,Oceania,Oceania,East Asia & Pacific,1984,5301.158654,57.908,60871
Kuwait,Asia - Western,Asia,Middle East & North Africa,1984,65151.30127,70.705,1659961
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1984,5139.641595,64.753,3933002
Lao,Asia - Eastern,Asia,East Asia & Pacific,1984,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1984,19193.78123,69.44,2563992
Lebanon,Asia - Western,Asia,Middle East & North Africa,1984,8251.873203,68.68,2872204
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1984,1504.110503,55.897,1453098
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1984,1062.397428,47.206,2179471
Libya,Africa - Northern,Africa,Middle East & North Africa,1984,29748.98379,66.234,3708142
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1984,84490.65914,,26761
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1984,25564.97584,70.49,3532724
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1984,59212.14225,73.11,365550
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1984,34731.53034,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1984,2392.112923,49.634,9530197
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1984,1298.057855,45.833,6967388
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1984,10720.72195,69.224,15331937
Maldives,Asia - Southern,Asia,South Asia,1984,2739.757007,55.877,180238
Mali,Africa - Western,Africa,Sub-Saharan Africa,1984,1302.551378,42.753,7866571
Malta,Europe - Southern,Europe,Europe & Central Asia,1984,20036.51428,73.964,344944
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1984,11815.58083,,36562
Martinique,America - Central,Central and South America,America,1984,21749.16426,72.496,337024
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1984,2745.019717,56.476,1700638
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1984,7599.18302,68.251,1005669
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1984,,69.688,67287
Mexico,America - Central,Central and South America,America,1984,18354.46937,68.387,74673296
Monaco,Europe - Western,Europe,Europe & Central Asia,1984,54905.58749,,28004
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1984,4244.933581,57.967,1874774
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1984,22955.26414,73.718,574459
Montserrat,America - Central,Central and South America,America,1984,18673.7959,,11446
Morocco,Africa - Northern,Africa,Middle East & North Africa,1984,5310.411729,60.739,21747150
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1984,813.1971662,42.947,13199259
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1984,2114.323034,56.524,35481981
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1984,7579.161443,59.523,1112679
Nauru,Oceania,Oceania,East Asia & Pacific,1984,25843.58671,,8007
Nepal,Asia - Southern,Asia,South Asia,1984,1454.033073,50.421,16539682
Netherlands,Europe - Western,Europe,Europe & Central Asia,1984,41722.02596,76.32,14378740
Netherlands Antilles,Europe - Western,Europe,America,1984,38360.77634,74.019,179800
New Caledonia,Oceania,Oceania,East Asia & Pacific,1984,47895.81395,68.65,152190
New Zealand,Oceania,Oceania,East Asia & Pacific,1984,37225.75578,74.49,3243586
Nicaragua,America - Central,Central and South America,America,1984,6795.678322,60.138,3608911
Niger,Africa - Western,Africa,Sub-Saharan Africa,1984,1409.224514,41.313,6559627
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1984,1358.552595,46.33,83691577
Niue,Oceania,Oceania,East Asia & Pacific,1984,,,2840
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1984,,,
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1984,6421.34946,,27362
Norway,Europe - Northern,Europe,Europe & Central Asia,1984,27548.86795,76.19,4138150
Oman,Asia - Western,Asia,Middle East & North Africa,1984,16128.07491,63.154,1467846
Pakistan,Asia - Southern,Asia,South Asia,1984,1519.105683,59.251,92300277
Palau,Oceania,Oceania,East Asia & Pacific,1984,14932.44009,,13371
Panama,America - Central,Central and South America,America,1984,6746.942786,71.464,2133947
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1984,1681.730589,54.535,3583521
Paraguay,America - South,Central and South America,America,1984,4023.962677,67.2,3592275
Peru,America - South,Central and South America,America,1984,5578.496743,62.401,19020616
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1984,2348.404685,63.442,52596291
Poland,Europe - Eastern,Europe,Europe & Central Asia,1984,9030.450647,70.9,36923674
Portugal,Europe - Southern,Europe,Europe & Central Asia,1984,11482.98624,72.98,9955005
Puerto Rico,America - Central,Central and South America,America,1984,10902.91404,74.217,3347316
Qatar,Asia - Western,Asia,Middle East & North Africa,1984,49067.6896,73.904,338365
Romania,Europe - Eastern,Europe,Europe & Central Asia,1984,9855.445875,69.667,22622239
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1984,12130.31967,67.67,142609801
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1984,840.8391618,47.149,5859270
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1984,2089.460989,,5602
Saint Kitts and Nevis,America - Central,Central and South America,America,1984,5850.367533,,42298
Saint Lucia,America - Central,Central and South America,America,1984,5069.071777,70.329,124172
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1984,3320.729652,68.82,103669
Saint-Pierre-et-Miquelon,America - North,North America,America,1984,,,6079
Samoa,Oceania,Oceania,East Asia & Pacific,1984,3345.521965,61.773,156459
San Marino,Europe - Southern,Europe,Europe & Central Asia,1984,23569.02155,,22515
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1984,1513.796659,60.843,101899
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1984,26815.58998,65.946,12542098
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1984,1395.705742,52.946,6051962
Serbia,Europe - Southern,Europe,Europe & Central Asia,1984,15526.09812,70.498,9215339
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1984,9106.193127,70.713,66107
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1984,1402.520466,40.616,3453115
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1984,17312.22271,73.497,2646959
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1984,11735.03758,70.73,5110779
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1984,18272.76075,71.34,1874446
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1984,1579.086654,57.705,260869
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1984,1037.585015,46.001,6419685
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1984,8389.869422,59.31,32204995
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1984,1669.143267,40.008,4681151
