Country,Region-Geo,Continent,Region,Year,IncomePerPerson,LifeExpectancy,PopulationTotal
Pakistan,Asia - Southern,Asia,South Asia,2000,2086.457879,63.854,144522192
Palau,Oceania,Oceania,East Asia & Pacific,2000,12723.50646,,19172
Panama,America - Central,Central and South America,America,2000,7405.969922,75.094,2956126
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,2000,1821.678261,58.749,5378824
Paraguay,America - South,Central and South America,America,2000,3907.299889,70.073,5343539
Peru,America - South,Central and South America,America,2000,5791.372109,70.506,25861887
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,2000,2598.886344,66.774,77309965
Pitcairn,Oceania,Oceania,East Asia & Pacific,2000,,,58
Poland,Europe - Eastern,Europe,Europe & Central Asia,2000,11680.79102,73.91,38302444
Portugal,Europe - Southern,Europe,Europe & Central Asia,2000,19609.7337,76.84,10336209
Puerto Rico,America - Central,Central and South America,America,2000,18568.21925,75.828,3814353
Qatar,Asia - Western,Asia,Middle East & North Africa,2000,60394.43245,76.68,590957
Romania,Europe - Eastern,Europe,Europe & Central Asia,2000,7089.830211,70.47,22191683
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,2000,8570.996315,65.38,146757517
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,2000,704.0365299,47.682,8098344
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,2000,2107.445036,,5059
Saint Kitts and Nevis,America - Central,Central and South America,America,2000,12490.82446,,46083
Saint Lucia,America - Central,Central and South America,America,2000,8676.196972,71.456,157108
Saint Vincent and the Grenadines,America - Central,Central and South America,America,2000,5893.668699,70.6,107891
Saint-Pierre-et-Miquelon,America - North,North America,America,2000,,,6270
Samoa,Oceania,Oceania,East Asia & Pacific,2000,4090.82596,69.344,176549
San Marino,Europe - Southern,Europe,Europe & Central Asia,2000,39601.52881,,26967
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,2000,1320.58294,63.336,141010
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,2000,20001.87326,72.401,20045276
Senegal,Africa - Western,Africa,Sub-Saharan Africa,2000,1511.486784,57.817,9505862
Serbia,Europe - Southern,Europe,Europe & Central Asia,2000,6607.328447,72.072,10133561
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,2000,15230.39812,71.771,78685
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,2000,517.6747972,38.123,4143115
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,2000,36834.84971,78.34,3919300
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,2000,12689.75974,73.19,5404845
Slovenia,Europe - Southern,Europe,Europe & Central Asia,2000,19399.68944,76.11,1985406
Solomon Islands,Oceania,Oceania,East Asia & Pacific,2000,1802.023615,62.808,408732
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,2000,881.513623,50.902,7399033
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,2000,7454.445716,55.892,44760380
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,2000,1883.765486,49.248,6994624
Spain,Europe - Southern,Europe,Europe & Central Asia,2000,23410.16483,79.34,40288457
Sri Lanka,Asia - Southern,Asia,South Asia,2000,2997.689295,71.078,18745084
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,2000,1874.01767,57.979,27193105
Suriname,America - South,Central and South America,America,2000,5677.291874,67.851,466846
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,2000,4021.223575,48.689,1063832
Sweden,Europe - Northern,Europe,Europe & Central Asia,2000,28640.08844,79.84,8860153
Switzerland,Europe - Western,Europe,Europe & Central Asia,2000,34386.90248,79.99,7167908
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,2000,23525.4994,76.02,22183000
Tajikistan,Asia - Central,Asia,Europe & Central Asia,2000,1001.500467,63.57,6172807
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,2000,5578.402898,70.921,63155029
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,2000,2743.191619,59.468,830089
Togo,Africa - Western,Africa,Sub-Saharan Africa,2000,890.3598035,53.585,4793504
Tokelau,Oceania,Oceania,East Asia & Pacific,2000,,,1552
Tonga,Oceania,Oceania,East Asia & Pacific,2000,4886.266461,70.81,97935
Trinidad and Tobago,America - Central,Central and South America,America,2000,10496.90587,68.533,1292058
Tunisia,Africa - Northern,Africa,Middle East & North Africa,2000,5480.315607,73.159,9456117
Turkey,Asia - Western,Asia,Europe & Central Asia,2000,6803.286822,70.01,63627862
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,2000,3289.742427,63.925,4501419
Turks and Caicos Islands,America - Central,Central and South America,America,2000,26819.72382,,18873
Tuvalu,Oceania,Oceania,East Asia & Pacific,2000,3743.06933,,9419
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,2000,881.208267,48.126,24213120
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,2000,3700.350923,67.79,48891792
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,2000,30012.31775,74.163,3033491
United Kingdom,Europe - Western,Europe,Europe & Central Asia,2000,28644.71245,78.04,58874117
United States of America,America - North,North America,America,2000,39758.49911,76.8,282496310
Uruguay,America - South,Central and South America,America,2000,9092.317746,74.777,3319066
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,2000,1635.215381,66.999,24775610
Vanuatu,Oceania,Oceania,East Asia & Pacific,2000,3762.189618,67.438,185074
Venezuela,America - South,Central and South America,America,2000,9434.237476,72.432,24348304
Vietnam,Asia - Southern,Asia,East Asia & Pacific,2000,1577.531777,73.777,78758010
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,2000,2873.284363,,14499
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,2000,7586.317299,70.929,3198560
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,2000,,62.636,315340
Yemen,Asia - Western,Asia,Sub-Saharan Africa,2000,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,2000,1035.903578,41.802,10201562
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,2000,745.7689741,43.976,12509477
Afghanistan,Asia - Southern,Asia,South Asia,2004,2414.152373,56.583,26693486
Aland Islands,Europe - Northern,Europe,Europe & Central Asia,2004,,79.88,26530
Albania,Europe - Southern,Europe,Europe & Central Asia,2004,15345.75851,75.725,3124861
Algeria,Africa - Northern,Africa,Middle East & North Africa,2004,17372.90308,69.682,32396048
American Samoa,Oceania,Oceania,East Asia & Pacific,2004,27360.51735,,61871
Andorra,Europe - Southern,Europe,Europe & Central Asia,2004,112282.8189,,75292
Angola,Africa - Central,Africa,Sub-Saharan Africa,2004,9021.343786,48.036,15957460
Anguilla,America - Central,Central and South America,America,2004,54836.46354,,13083
Antigua and Barbuda,America - Central,Central and South America,America,2004,42342.27451,74.355,82838
Argentina,America - South,Central and South America,America,2004,30696.29054,74.645,38340778
Armenia,Asia - Western,Asia,Europe & Central Asia,2004,10241.72501,73.192,3062612
Aruba,America - Central,Central and South America,America,2004,80918.08535,74.175,99046
Australia,Oceania,Oceania,East Asia & Pacific,2004,96295.51845,81.04,20103822
Austria,Europe - Western,Europe,Europe & Central Asia,2004,100367.0821,79.47,8185553
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,2004,7520.211153,68.57,8479668
Bahamas,America - Central,Central and South America,America,2004,45495.06916,73.538,314739
Bahrain,Asia - Western,Asia,Middle East & North Africa,2004,51319.36479,75.247,671760
Bangladesh,Asia - Southern,Asia,South Asia,2004,2442.875238,67.064,138633401
Barbados,America - Central,Central and South America,America,2004,30536.25132,73.84,269947
Belarus,Europe - Eastern,Europe,Europe & Central Asia,2004,15613.44889,69.09,9872110
Belgium,Europe - Western,Europe,Europe & Central Asia,2004,63200.03399,79.12,10356993
Belize,America - Central,Central and South America,America,2004,14601.08236,71.69,274855
Benin,Africa - Western,Africa,Sub-Saharan Africa,2004,2778.260189,56.7,7397985
Bermuda,America - North,North America,America,2004,134172.332,,63905
Bhutan,Asia - Southern,Asia,South Asia,2004,7091.980786,63.323,642400
Bolivia,America - South,Central and South America,America,2004,7057.345215,64.404,8982917
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,2004,12634.54509,75.17,3781358
Botswana,America - South,Africa,Sub-Saharan Africa,2004,23445.17286,47.257,1852243
Brazil,America - South,Central and South America,America,2004,16922.99734,71.463,183873377
British Virgin Islands,America - Central,Central and South America,America,2004,83410.48584,,21721
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,2004,96667.34082,76.783,355943
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,2004,17442.45606,72.54,7789180
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,2004,2193.707042,52.278,13789736
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,2004,863.5148165,49.589,7039534
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,2004,2616.126117,66.177,13193961
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,2004,3994.222798,51.74,17165267
Canada,America - North,North America,America,2004,68693.93102,80.25,31943605
Cayman Islands,America - Central,Central and South America,America,2004,93189.82875,,50273
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,2004,1342.103146,44.607,3952281
Chad,Africa - Central,Africa,Sub-Saharan Africa,2004,3338.836776,47.393,9474792
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,2004,,78.672,147963
Chile,America - South,Central and South America,America,2004,23299.42673,77.53,16132209
China,Asia - Eastern,Asia,East Asia & Pacific,2004,9412.076912,73.793,1300552134
Colombia,America - South,Central and South America,America,2004,12160.6489,72.066,42385712
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,2004,2166.048711,58.84,625876
Cook Islands,Oceania,Oceania,East Asia & Pacific,2004,,,
Costa Rica,America - Central,Central and South America,America,2004,16603.79542,78.305,4235605
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,2004,3158.83964,46.752,17731840
Croatia,Europe - Southern,Europe,Europe & Central Asia,2004,24981.86856,75.279,4449522
Cuba,America - Central,Central and South America,America,2004,13755.97211,77.508,11234970
Cyprus,Asia - Western,Asia,Europe & Central Asia,2004,48422.8754,78.518,1015806
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,2004,38122.13619,76.01,10201665
Denmark,Europe - Northern,Europe,Europe & Central Asia,2004,65389.20294,77.58,5400280
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,2004,3885.374723,57.678,793738
Dominica,America - Central,Central and South America,America,2004,16539.05529,,69087
Dominican Republic,America - Central,Central and South America,America,2004,9677.31633,71.401,9129965
Ecuador,America - South,Central and South America,America,2004,12622.02537,74.441,13208869
Egypt,Africa - Northern,Africa,Middle East & North Africa,2004,9839.390915,69.299,72844998
El Salvador,America - Central,Central and South America,America,2004,10699.38548,70.543,6028792
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,2004,22974.57179,48.442,589794
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,2004,1388.711546,58.227,4318343
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,2004,,,75890979
Estonia,Europe - Northern,Europe,Europe & Central Asia,2004,30028.43402,72.29,1348449
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,2004,1099.209228,55.573,72526620
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,2004,,,47915
Falkland Islands (Malvinas),Europe - Northern,Europe,America,2004,,,
Fiji,Oceania,Oceania,East Asia & Pacific,2004,8411.9127,68.243,819102
Finland,Europe - Northern,Europe,Europe & Central Asia,2004,59302.80899,78.96,5226067
France,Europe - Western,Europe,Europe & Central Asia,2004,59011.76011,80.5,60596691
French Guiana,America - South,Central and South America,America,2004,15821.43744,75.353,194882
French Polynesia,Oceania,Oceania,East Asia & Pacific,2004,51305.61741,73.767,251622
Gabon,Africa - Central,Africa,Sub-Saharan Africa,2004,25136.91833,59.732,1344171
Gambia,Africa - Western,Africa,Sub-Saharan Africa,2004,1421.86855,56.411,1460493
Georgia,Asia - Western,Asia,Europe & Central Asia,2004,6334.309029,72.909,4519607
Germany,Europe - Western,Europe,Europe & Central Asia,2004,60521.32279,79.34,82524343
Ghana,Africa - Western,Africa,Sub-Saharan Africa,2004,2363.427046,58.237,21119911
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,2004,,,28793
Greece,Europe - Southern,Europe,Europe & Central Asia,2004,49174.32144,79.288,11147261
Greenland,America - North,North America,America,2004,67010.36337,,57041
Grenada,America - Central,Central and South America,America,2004,16552.4644,71.249,102455
Guadeloupe,America - Central,Central and South America,America,2004,14833.65146,78.346,442413
Guam,Oceania,Oceania,East Asia & Pacific,2004,,76.371,165918
Guatemala,America - Central,Central and South America,America,2004,9716.224491,69.409,12404764
Guernsey,Europe - Northern,Europe,Europe & Central Asia,2004,94624.7406,,65031
Guinea,Africa - Western,Africa,Sub-Saharan Africa,2004,1874.944573,52.203,8889321
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,2004,1124.167137,52.183,1340814
Guyana,America - South,Central and South America,America,2004,6596.722522,64.171,743743
Haiti,America - Central,Central and South America,America,2004,2360.498672,58.845,9212634
Holy See,Europe - Southern,Europe,Europe & Central Asia,2004,,,541
Honduras,America - Central,Central and South America,America,2004,6418.707888,71.266,6743128
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,2004,66803.28671,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,2004,32582.3959,73.04,10110393
Iceland,Europe - Northern,Europe,Europe & Central Asia,2004,68558.3572,80.95,293004
India,Asia - Southern,Asia,South Asia,2004,3962.043324,63.684,1122991192
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,2004,6191.581836,68.582,224606531
Iran,Asia - Southern,Asia,Middle East & North Africa,2004,20596.69567,71.126,68893323
Iraq,Asia - Western,Asia,Middle East & North Africa,2004,6586.3151,69.747,26618523
Ireland,Europe - Northern,Europe,Europe & Central Asia,2004,72607.6018,78.64,4085676
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,2004,68518.1105,,79410
Israel,Asia - Western,Asia,Middle East & North Africa,2004,45860.55582,79.96,6471236
Italy,Europe - Southern,Europe,Europe & Central Asia,2004,55775.1469,81.19,58263782
Jamaica,America - Central,Central and South America,America,2004,14186.88766,71.221,2664897
Japan,Asia - Eastern,Asia,East Asia & Pacific,2004,59484.09226,82.36,126299414
Jersey,Europe - Northern,Europe,Europe & Central Asia,2004,,,90502
Jordan,Asia - Western,Asia,Middle East & North Africa,2004,8231.02452,72.421,5210369
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,2004,15860.17011,64.934,15053492
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,2004,2634.9462,53.966,34702176
Kiribati,Oceania,Oceania,East Asia & Pacific,2004,6764.036702,66.001,90398
Kuwait,Asia - Western,Asia,Middle East & North Africa,2004,84551.27751,73.475,2189485
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,2004,3507.043229,66.601,5018366
Lao,Asia - Eastern,Asia,East Asia & Pacific,2004,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,2004,23776.10852,70.92,2319229
Lebanon,Asia - Western,Asia,Middle East & North Africa,2004,18491.2677,76.484,3998042
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,2004,2739.624328,43.597,2047006
Liberia,Africa - Western,Africa,Sub-Saharan Africa,2004,751.380235,54.116,3092721
Libya,Africa - Northern,Africa,Middle East & North Africa,2004,20609.86271,73.191,5652797
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,2004,157620.6719,,34365
Lithuania,Europe - Northern,Europe,Europe & Central Asia,2004,26098.95631,72.23,3432060
Luxembourg,Europe - Western,Europe,Europe & Central Asia,2004,134566.8687,79.26,450888
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,2004,70521.73713,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,2004,1947.1755,60.752,17357913
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,2004,1383.69132,48.1,12472794
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,2004,22239.80546,73.491,25590453
Maldives,Asia - Southern,Asia,South Asia,2004,8593.439682,73.066,290988
Mali,Africa - Western,Africa,Sub-Saharan Africa,2004,1986.238724,51.042,12772264
Malta,Europe - Southern,Europe,Europe & Central Asia,2004,39747.99696,78.141,407183
Marshall Islands,Oceania,Oceania,East Asia & Pacific,2004,12455.91353,,51968
Martinique,America - Central,Central and South America,America,2004,27850.65465,79.308,395211
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,2004,3309.781285,60.16,2964526
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,2004,19863.66252,72.317,1245669
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,2004,,76.946,169315
Mexico,America - Central,Central and South America,America,2004,22237.37951,75.364,105175967
Monaco,Europe - Western,Europe,Europe & Central Asia,2004,76692.4382,,35282
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,2004,4974.865252,64.756,2514462
Montenegro,Europe - Southern,Europe,Europe & Central Asia,2004,14749.93319,73.58,626912
Montserrat,America - Central,Central and South America,America,2004,24252.59506,,5322
Morocco,Africa - Northern,Africa,Middle East & North Africa,2004,7038.91299,68.96,30082152
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,2004,1420.837536,47.777,20246287
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,2004,2350.240452,63.264,46070248
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,2004,8799.099452,54.979,2043339
Nauru,Oceania,Oceania,East Asia & Pacific,2004,13894.14485,,10094
Nepal,Asia - Southern,Asia,South Asia,2004,2158.59979,64.256,26717875
Netherlands,Europe - Western,Europe,Europe & Central Asia,2004,68363.74241,79.38,16225091
Netherlands Antilles,Europe - Western,Europe,America,2004,45522.52897,75.3,183603
New Caledonia,Oceania,Oceania,East Asia & Pacific,2004,64411.30923,74.399,227258
New Zealand,Oceania,Oceania,East Asia & Pacific,2004,48678.88902,79.593,4079130
Nicaragua,America - Central,Central and South America,America,2004,5119.863391,71.524,5356012
Niger,Africa - Western,Africa,Sub-Saharan Africa,2004,1175.596311,53.441,12546945
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,2004,1807.336669,48.132,136399438
Niue,Oceania,Oceania,East Asia & Pacific,2004,,,1728
Norfolk Island,Oceania,Oceania,East Asia & Pacific,2004,,,1840
North Korea,Asia - Eastern,Asia,East Asia & Pacific,2004,,,
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,2004,9120.17245,,68404
Norway,Europe - Northern,Europe,Europe & Central Asia,2004,46387.24852,80.06,4587046
Oman,Asia - Western,Asia,Middle East & North Africa,2004,19870.60032,73.811,2378336
Pakistan,Asia - Southern,Asia,South Asia,2004,2269.738685,64.916,155860066
Palau,Oceania,Oceania,East Asia & Pacific,2004,12397.85294,,19803
Panama,America - Central,Central and South America,America,2004,7986.096336,75.804,3181969
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,2004,1728.509788,60.235,5948135
Paraguay,America - South,Central and South America,America,2004,3885.936819,71.108,5786836
Peru,America - South,Central and South America,America,2004,6161.248424,72.098,27242033
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,2004,2847.409537,67.326,83936698
Poland,Europe - Eastern,Europe,Europe & Central Asia,2004,13146.00686,75.02,38175134
Portugal,Europe - Southern,Europe,Europe & Central Asia,2004,19942.44358,78.32,10506253
Puerto Rico,America - Central,Central and South America,America,2004,19287.90802,77.148,3792373
Qatar,Asia - Western,Asia,Middle East & North Africa,2004,67458.35962,77.182,715146
Romania,Europe - Eastern,Europe,Europe & Central Asia,2004,8994.489819,72.002,21845264
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,2004,11090.77402,65.29,144306982
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,2004,785.7685421,53.499,9009655
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,2004,2776.682336,,4702
Saint Kitts and Nevis,America - Central,Central and South America,America,2004,13222.82568,,48543
Saint Lucia,America - Central,Central and South America,America,2004,8877.746549,72.66,163631
Saint Vincent and the Grenadines,America - Central,Central and South America,America,2004,6616.607687,71.044,108566
Saint-Pierre-et-Miquelon,America - North,North America,America,2004,,,6164
Samoa,Oceania,Oceania,East Asia & Pacific,2004,4667.131311,70.553,179699
San Marino,Europe - Southern,Europe,Europe & Central Asia,2004,41431.58491,,29722
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,2004,1435.80391,64.324,150311
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,2004,20481.97551,73.505,23213767
Senegal,Africa - Western,Africa,Sub-Saharan Africa,2004,1630.747669,59.966,10581316
Serbia,Europe - Southern,Europe,Europe & Central Asia,2004,8081.656869,72.638,9895409
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,2004,13523.14775,72.192,82631
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,2004,753.5561463,41.346,4952134
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,2004,39796.66535,79.835,4160158
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,2004,14977.86553,74.26,5411339
Slovenia,Europe - Southern,Europe,Europe & Central Asia,2004,22113.22127,77.28,1997959
Solomon Islands,Oceania,Oceania,East Asia & Pacific,2004,1671.754987,65.079,456919
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,2004,914.0448487,52.078,8170899
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,2004,8154.739066,51.983,47226670
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,2004,2136.930925,50.719,7673043
Spain,Europe - Southern,Europe,Europe & Central Asia,2004,26357.04829,80.28,42732092
Sri Lanka,Asia - Southern,Asia,South Asia,2004,3310.199558,73.393,19610604
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,2004,2125.873068,59.524,29830604
Suriname,America - South,Central and South America,America,2004,6880.091518,68.503,493236
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,2004,4286.161857,45.773,1095487
Sweden,Europe - Northern,Europe,Europe & Central Asia,2004,31141.10607,80.67,8977965
Switzerland,Europe - Western,Europe,Europe & Central Asia,2004,34864.09237,81.28,7361231
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,2004,25332.31566,77.19,22622000
Tajikistan,Asia - Central,Asia,Europe & Central Asia,2004,1353.051607,65.062,6391120
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,2004,6620.033558,72.015,66060383
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,2004,2268.323396,62.478,974024
Togo,Africa - Western,Africa,Sub-Saharan Africa,2004,903.3429085,54.014,5288273
Tokelau,Oceania,Oceania,East Asia & Pacific,2004,,,1271
Tonga,Oceania,Oceania,East Asia & Pacific,2004,5270.861416,71.361,100286
Trinidad and Tobago,America - Central,Central and South America,America,2004,13978.56347,68.847,1310622
Tunisia,Africa - Northern,Africa,Middle East & North Africa,2004,6274.883286,73.979,9814009
Turkey,Asia - Western,Asia,Europe & Central Asia,2004,7357.117393,72.045,67235927
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,2004,3967.581844,64.341,4696771
Turks and Caicos Islands,America - Central,Central and South America,America,2004,28342.36124,,28191
Tuvalu,Oceania,Oceania,East Asia & Pacific,2004,4807.984603,,9646
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,2004,959.7088123,51.889,27521632
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,2004,5400.284939,67.73,47275250
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,2004,32181.9396,75.108,3658042
United Kingdom,Europe - Western,Europe,Europe & Central Asia,2004,31097.5219,79.1,59891788
United States of America,America - North,North America,America,2004,40956.40134,77.5,294063120
Uruguay,America - South,Central and South America,America,2004,8735.001477,75.656,3321367
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,2004,1876.601274,67.294,25708188
Vanuatu,Oceania,Oceania,East Asia & Pacific,2004,3340.513313,68.88,205561
Venezuela,America - South,Central and South America,America,2004,9121.430347,73.054,26199994
Vietnam,Asia - Southern,Asia,East Asia & Pacific,2004,1996.869216,74.629,82262996
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,2004,3425.269354,,14345
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,2004,3664.45253,71.595,3483483
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,2004,,64.583,416172
Yemen,Asia - Western,Asia,Sub-Saharan Africa,2004,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,2004,1140.764902,45.791,11192422
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,2004,571.7430588,43.244,12597877
Afghanistan,Asia - Southern,Asia,South Asia,2008,2954.417524,58.618,29839994
Albania,Europe - Southern,Europe,Europe & Central Asia,2008,19096.59108,76.433,3181397
Algeria,Africa - Northern,Africa,Middle East & North Africa,2008,18488.15952,70.332,34428028
American Samoa,Oceania,Oceania,East Asia & Pacific,2008,,,66217
Andorra,Europe - Southern,Europe,Europe & Central Asia,2008,111139.5081,,82577
Angola,Africa - Central,Africa,Sub-Saharan Africa,2008,16465.37324,49.882,18037964
Anguilla,America - Central,Central and South America,America,2008,72436.12147,,14737
Antigua and Barbuda,America - Central,Central and South America,America,2008,51679.74211,75.087,86881
Argentina,America - South,Central and South America,America,2008,40373.84624,75.41,39714298
Armenia,Asia - Western,Asia,Europe & Central Asia,2008,16040.94197,74.07,3079087
Aruba,America - Central,Central and South America,America,2008,76064.92269,74.772,105526
Australia,Oceania,Oceania,East Asia & Pacific,2008,103332.9992,81.567,21513817
Austria,Europe - Western,Europe,Europe & Central Asia,2008,110100.9217,80.51,8341806
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,2008,16661.02525,70.142,8943600
Bahamas,America - Central,Central and South America,America,2008,45120.15489,74.407,333661
Bahrain,Asia - Western,Asia,Middle East & North Africa,2008,63077.87199,75.914,1052359
Bangladesh,Asia - Southern,Asia,South Asia,2008,2940.664296,68.648,145478300
Barbados,America - Central,Central and South America,America,2008,33919.80138,74.539,272180
Belarus,Europe - Eastern,Europe,Europe & Central Asia,2008,23067.47998,69.194,9680690
Belgium,Europe - Western,Europe,Europe & Central Asia,2008,67013.20352,79.777,10602167
Belize,America - Central,Central and South America,America,2008,14594.04525,72.772,299237
Benin,Africa - Western,Africa,Sub-Saharan Africa,2008,2895.273853,58.272,8355980
Bermuda,America - North,North America,America,2008,152192.5456,,64657
Bhutan,Asia - Southern,Asia,South Asia,2008,9159.314208,65.981,701363
Bolivia,America - South,Central and South America,America,2008,7912.793374,65.728,9618466
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,2008,15479.95305,75.608,3774164
Botswana,America - South,Africa,Sub-Saharan Africa,2008,26480.12212,46.384,1954822
Brazil,America - South,Central and South America,America,2008,19363.09671,72.572,191543237
British Virgin Islands,America - Central,Central and South America,America,2008,90026.54866,,22762
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,2008,93050.46494,77.566,384695
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,2008,22853.75981,73.317,7591322
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,2008,2441.906737,54.174,15515258
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,2008,914.8089951,51.578,7943385
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,2008,3594.400757,69.71,13822644
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,2008,4040.196459,52.878,18758778
Canada,America - North,North America,America,2008,71956.4191,80.743,33327954
Cayman Islands,America - Central,Central and South America,America,2008,98763.12276,,55295
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,2008,1422.881306,46.769,4237961
